gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,4,0,1,0,0,1,0,0,1,1,0,0,1,48.8849631057137,201.01046759705355,1
0,0,0,0,62,1,2,1,0,2,0,0,0,0,0,1,1,85.41131816662886,5228.778661308249,1
0,0,1,0,46,1,2,1,1,1,2,0,2,0,0,1,2,99.87441694455191,4533.725554930558,1
1,0,0,0,38,1,0,1,0,0,0,0,0,0,0,1,1,69.5,2625.25,0
1,0,0,0,22,1,2,1,1,0,0,0,2,1,0,1,0,99.93345948146668,2314.141258110483,1
0,0,0,0,61,1,2,1,0,0,2,0,2,2,1,1,1,102.12062477952377,6238.625300571408,1
1,0,1,1,28,1,2,0,0,2,0,0,0,2,0,0,2,64.4,1802.15,0
1,0,0,0,17,1,0,0,2,2,0,0,0,0,0,1,1,55.5,934.15,0
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,2,116.25,8564.75,0
0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,96.55,1901.65,0
0,0,0,0,22,1,2,1,0,1,0,0,0,0,0,1,1,79.908240779776,1846.9435824267555,1
1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,1,20.55,1252.85,0
0,0,0,0,36,1,2,1,0,2,0,0,2,2,0,1,2,99.15,3615.6,1
1,0,1,1,39,1,2,2,1,1,1,1,1,1,2,1,3,23.8,903.8,0
1,0,0,0,32,1,2,1,2,2,0,2,2,2,0,1,1,108.15,3432.9,1
0,0,0,0,7,1,0,1,0,0,0,0,1,0,0,1,3,77.65607510488499,527.2377474362946,1
1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,0,0,109.2,7878.3,0
1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,100.75,4669.2,0
1,0,0,0,65,1,2,2,1,1,1,1,1,1,2,0,3,25.75,1654.75,0
0,0,0,0,10,1,2,1,1,0,0,0,2,2,0,1,2,100.3964525284467,1062.787960709749,1
0,0,1,1,15,1,2,2,1,1,1,1,1,1,0,1,2,25.25,394.85,0
0,1,0,0,8,1,0,1,0,0,1,0,1,2,0,1,1,91.00819229052313,730.3115726830086,1
0,0,1,1,28,1,0,1,2,0,0,0,0,2,1,1,0,82.85,2320.8,0
1,0,1,0,34,1,0,2,1,1,1,1,1,1,2,0,1,20.05,679.0,0
1,0,0,0,66,0,1,0,0,0,0,2,0,0,1,0,1,29.45,1983.15,0
0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,5515.45,0
0,0,0,0,18,1,0,1,2,0,0,0,0,0,0,1,2,75.4,1380.4,0
1,0,0,0,67,1,0,2,1,1,1,1,1,1,2,0,0,20.5,1430.95,0
0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,2,75.35,338.1,1
0,0,1,1,35,1,2,0,2,2,0,0,0,0,0,1,1,59.45,2136.9,0
1,0,0,0,69,1,2,1,0,1,1,2,2,2,2,1,0,106.71353591364581,7292.117299755363,1
0,0,1,1,65,1,2,0,0,2,0,2,2,2,2,1,0,79.4,5071.9,0
0,0,0,0,56,1,2,1,2,2,0,0,2,2,0,1,1,106.6,5893.95,0
1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,1,19.6,125.0,0
1,0,0,0,7,0,1,0,0,0,0,0,0,0,1,1,1,24.35,150.85,0
0,1,1,0,27,1,2,0,0,2,2,2,2,2,0,0,2,83.85,2310.2,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.35,81.25,1
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.35,150.6,0
1,0,0,0,24,1,2,0,0,0,0,2,0,0,1,0,0,54.6,1242.25,0
0,0,1,0,1,1,2,1,0,0,2,0,2,2,0,1,2,101.27032784113956,101.27032784113956,1
0,1,0,0,12,1,2,1,0,2,0,0,2,0,0,1,2,91.3,1094.5,1
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,2,115.55,8425.3,0
1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1,2962.0,0
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,735.5,0
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,78.7703361506438,78.7703361506438,1
1,0,0,0,3,1,2,1,0,1,0,0,0,0,0,1,2,81.04895885088253,233.5202416159946,1
0,1,0,0,24,1,2,1,0,0,0,0,2,1,0,1,2,91.7743094003529,2269.5384982170913,1
1,0,1,1,49,1,2,1,0,0,0,2,2,2,1,1,2,97.95,4917.9,0
1,0,1,0,45,1,2,1,0,2,0,0,0,0,0,0,0,81.4,3775.85,0
1,0,0,0,54,1,2,1,0,0,0,0,2,2,0,1,2,99.86582945921849,5281.579091884871,1
0,0,0,0,2,1,0,1,2,0,2,0,0,0,0,1,2,80.45,137.1,0
1,0,1,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.1,90.1,0
0,1,1,0,18,0,1,0,0,0,1,0,1,1,0,0,1,47.469673047948426,810.4198959698018,1
0,0,0,0,49,1,0,0,0,0,2,2,2,2,2,1,0,74.45,3721.9,0
0,0,1,0,36,1,0,1,0,0,0,0,0,2,0,0,2,80.4,2937.65,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,43.87671749335299,43.87671749335299,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.4,24.4,0
0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.9,321.75,1
0,0,1,1,72,1,0,0,2,2,2,0,2,0,2,1,1,70.65,5011.15,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.0,32.7,0
0,0,1,1,21,1,0,0,0,2,0,0,2,0,1,1,1,58.85,1215.45,0
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1421.9,0
1,1,1,0,32,1,2,1,0,2,2,0,0,2,0,1,2,93.5,2970.8,0
0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.85,1070.5,0
0,0,1,0,20,0,1,0,0,0,0,0,0,0,0,1,2,24.45,482.8,1
1,1,1,0,45,1,2,1,0,2,2,2,2,0,1,1,0,98.7,4525.8,0
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.82414843642592,79.82414843642592,1
1,0,1,0,66,1,2,0,2,2,2,2,2,2,2,0,0,91.7,6075.9,0
1,0,1,0,45,1,2,1,2,0,2,0,0,0,0,1,3,84.55,3713.95,0
1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,74.35,1
1,1,1,0,61,1,2,0,0,2,0,0,0,2,1,0,0,64.05,3902.6,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.45,20.45,0
1,0,1,0,71,1,2,1,0,2,0,2,2,2,2,1,1,104.15,7365.3,0
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.2,74.2,1
0,0,1,1,66,1,2,1,0,0,0,0,0,0,1,1,0,74.25,4859.25,0
0,0,1,1,72,1,2,1,2,2,2,2,2,0,2,0,1,106.1,7657.4,0
1,0,1,1,18,1,0,0,0,0,2,0,0,2,0,0,2,57.45,990.85,1
1,0,0,0,7,1,1,1,0,0,0,0,1,0,0,0,2,84.1672638252584,546.8003875054799,1
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,45.7,1
0,0,1,1,69,1,2,1,2,2,2,2,2,0,1,1,1,105.1,7234.8,0
0,0,0,0,42,1,0,0,0,0,2,2,0,2,2,0,1,66.5,2762.75,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.15,70.15,1
0,0,0,1,19,1,0,0,0,0,0,2,0,0,0,0,3,48.8,953.65,0
0,0,1,0,21,1,0,0,2,0,2,2,2,2,1,0,3,80.9,1714.95,0
1,0,0,1,3,1,0,0,0,0,0,0,1,0,0,1,1,53.68302632706214,169.15943609344632,1
0,0,0,0,54,1,0,1,2,1,0,1,2,2,1,1,0,104.7671915818421,5641.501574745526,1
1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.45,330.05,1
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,2,50.5,50.5,1
0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,0,2,95.4,293.15,0
1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,5961.1,1
0,0,0,0,40,0,0,0,2,2,0,0,0,0,0,1,2,55.43062674138359,2129.3968941267267,1
0,0,0,0,11,1,0,1,0,0,1,0,2,2,0,1,2,98.08186938306062,1063.3491216298364,1
1,0,0,0,22,1,2,2,1,1,1,1,1,1,2,0,3,25.25,566.5,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.329127125542442,25.329127125542442,1
0,0,1,0,48,0,0,0,0,1,0,0,0,1,0,1,0,53.96398975597437,2436.7396331733853,1
1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,20.4,609.1,0
1,0,1,0,67,1,2,1,0,2,2,2,2,2,2,1,0,111.3,7567.2,0
1,1,0,1,38,1,2,1,2,0,0,0,0,0,0,1,3,80.45,3162.65,0
1,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,3,20.65,417.5,0
0,0,0,0,35,1,1,1,0,0,0,0,1,1,0,0,0,82.52310191563434,2867.2249175182765,1
0,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,1,20.1,302.45,0
0,0,0,0,45,1,2,1,0,1,0,0,1,0,0,1,1,88.75754626233645,4017.830157788054,1
0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,79.6,195.05,1
0,0,1,1,71,1,2,1,0,2,2,0,0,2,2,1,1,95.75,6849.4,0
1,0,1,0,31,1,0,1,0,0,0,0,0,0,0,1,1,73.30074749396195,2354.0869085122067,1
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,50.75,50.75,0
0,0,0,1,4,1,0,1,0,0,2,2,2,2,0,1,0,98.1,396.3,1
0,0,1,0,33,1,0,0,0,0,0,2,0,0,1,1,3,51.45,1758.9,0
0,0,0,0,5,1,0,1,0,0,0,2,0,0,0,1,3,75.65,399.45,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.83452857457988,70.83452857457988,1
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,0,19.8,1378.75,0
1,0,1,0,9,1,0,1,0,2,2,2,2,0,0,1,3,94.85,890.6,1
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,48.80376413053241,48.80376413053241,1
0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,68.55,564.35,0
1,0,1,0,9,0,1,0,0,0,0,0,0,0,1,0,0,24.1,259.8,1
0,0,0,0,23,1,0,0,0,0,0,1,1,0,0,0,1,51.45543852924328,1023.467782925166,1
1,0,1,1,17,1,0,1,0,0,0,0,2,0,0,0,2,80.85,1400.85,1
1,0,1,0,60,1,2,1,2,0,2,2,2,2,0,1,0,109.45,6572.85,0
0,0,0,0,45,1,0,0,2,2,0,2,0,0,1,1,1,62.55,2796.45,0
0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.85,161.65,0
0,0,0,0,28,1,2,0,2,0,2,0,0,0,1,0,3,59.0,1654.45,0
0,0,0,0,34,1,0,0,2,2,0,0,0,0,1,0,3,55.0,1885.15,0
0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,1,1,25.1,712.85,1
0,0,0,0,57,1,2,1,2,2,2,0,2,2,2,1,0,112.95,6465.0,1
0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,85.45,85.45,1
1,0,1,0,61,1,2,1,0,2,2,2,2,2,0,1,2,114.1,7132.15,0
1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,64.8,4719.75,0
0,0,1,1,65,1,2,0,2,2,0,2,2,2,2,1,0,82.5,5215.1,0
0,0,0,0,7,1,2,1,0,0,0,0,1,0,0,1,2,83.3362608651624,546.0924558603982,1
0,0,0,0,39,0,1,0,0,0,1,0,1,1,0,1,1,54.801185118540026,2080.9021090057117,1
0,1,0,0,26,1,2,1,0,0,0,0,0,1,0,1,2,86.22370997430217,2284.8531754478718,1
0,0,0,0,46,1,0,0,1,0,1,1,2,0,1,1,1,83.39089660767573,3703.764470761614,1
0,0,0,0,11,1,2,1,2,0,0,0,0,0,0,1,0,79.0,929.3,0
0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,23.39142632540315,300.3710824431111,1
0,0,0,0,16,1,2,1,0,0,2,0,0,2,0,1,2,88.45,1422.1,1
1,0,1,0,44,1,0,0,2,2,0,2,0,0,1,1,0,59.85,2603.95,0
0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,4421.95,0
0,0,0,0,2,1,0,1,2,2,0,0,2,0,0,1,2,91.15,168.5,0
1,0,0,0,54,1,0,1,2,2,0,2,2,2,1,1,1,105.4,5643.4,1
1,0,0,0,18,1,2,1,0,2,0,0,0,0,0,1,2,80.65,1451.9,1
0,0,0,0,3,1,0,0,2,2,0,2,0,2,2,0,3,71.1,213.35,0
1,0,1,1,60,1,2,1,0,0,0,0,0,0,0,0,0,74.35,4453.3,0
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,112.6,8126.65,0
0,0,0,0,36,1,0,0,2,2,2,2,2,0,1,1,3,76.35,2606.35,0
0,0,1,1,53,1,0,0,0,0,2,0,0,2,1,0,1,60.6,3297.0,0
0,0,1,0,71,1,0,0,0,2,2,2,2,2,2,1,1,80.7,5705.05,0
0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,2,24.7,780.2,0
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.071281082709973,166.3024338949557,1
1,0,0,1,10,1,2,2,1,1,1,1,1,1,0,0,1,24.8,223.9,0
0,0,1,1,5,1,0,1,0,0,0,1,1,0,0,1,1,85.32202292702934,472.233931218912,1
1,0,1,0,44,1,0,0,0,2,2,2,2,0,1,1,2,70.95,3250.45,0
1,0,1,0,22,1,0,2,1,1,1,1,1,1,0,1,0,20.45,471.55,0
0,0,1,0,7,1,0,1,0,0,2,0,0,0,0,1,0,75.15,496.9,1
0,0,0,0,2,1,0,1,0,0,2,0,0,2,0,1,3,86.2,178.7,1
0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,1,100.83866325834829,1129.8547838507752,1
1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,53.5597548156388,189.8715353146845,1
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.1,25.1,1
1,0,1,0,54,1,2,1,0,0,0,0,0,2,0,0,2,93.67217744804607,5078.563960700087,1
0,0,1,0,44,1,2,1,2,2,2,2,0,0,0,1,1,95.1,4060.55,0
0,0,0,0,68,1,2,0,2,0,0,0,0,0,0,0,3,54.45,3687.75,0
0,0,0,0,8,1,0,1,1,0,0,0,1,0,0,0,1,84.05610055197987,667.2586819547599,1
1,0,1,1,26,1,0,1,0,0,0,0,0,2,1,0,0,78.95,2034.25,0
0,0,0,0,18,0,0,0,0,1,0,1,0,0,0,1,2,48.57315401216106,836.7912278023035,1
0,1,1,0,65,1,2,1,2,0,2,0,2,2,0,0,0,105.25,6786.4,1
0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,63.8,4684.3,0
1,0,0,0,1,1,0,0,0,0,2,2,2,2,0,1,2,75.5,75.5,0
0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,2,53.6,2879.2,0
0,0,0,0,2,1,0,0,0,0,0,1,1,2,0,0,2,72.78057116514042,189.12931777256534,1
1,0,0,0,7,1,0,1,0,1,0,1,1,0,0,1,2,87.86763755480936,606.2143373005623,1
1,0,1,0,62,0,1,0,2,2,0,2,0,0,2,1,1,38.6,2345.55,0
0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.0211458232303,25.0211458232303,1
0,0,0,0,16,0,0,0,0,1,0,1,0,0,0,1,2,51.588741168652746,824.384410883767,1
0,0,0,0,4,1,2,2,1,1,1,1,1,1,1,0,2,23.9,97.5,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.1277686171043,44.1277686171043,1
0,0,1,0,47,1,0,1,0,0,2,0,0,2,0,1,2,85.3,4045.65,1
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,72.1164298171493,280.92643872212216,1
0,0,1,1,22,1,0,2,1,1,1,1,1,1,0,0,3,19.9,400.3,0
1,0,1,1,34,1,2,1,0,2,0,0,2,2,0,1,0,97.7,3410.0,0
1,0,1,0,61,1,2,1,2,1,2,0,0,0,1,0,1,95.82962370765173,5779.890173910586,1
0,1,0,0,40,1,0,1,2,2,0,0,0,0,0,1,1,79.2,3233.85,1
0,1,0,0,45,1,2,0,2,0,0,2,0,2,0,1,2,70.05,3062.45,0
0,1,1,0,56,1,2,1,0,0,0,2,0,0,0,1,0,76.85,4275.75,0
0,1,0,0,43,0,1,0,2,2,0,0,0,0,0,1,1,33.45,1500.25,0
0,0,0,0,32,1,2,0,2,0,0,0,2,2,1,0,3,74.75,2282.95,0
0,1,1,0,31,1,1,1,0,0,0,0,2,2,0,1,2,95.4609950815914,2923.1856836653774,1
1,0,1,0,61,0,1,0,2,0,2,2,2,2,2,1,3,62.15,3778.85,0
0,0,1,0,58,1,2,1,2,2,2,0,2,2,2,1,0,109.45,6144.55,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.69458077464335,25.69458077464335,1
0,1,0,0,54,1,2,1,0,0,1,0,2,2,0,1,2,100.50539561687606,5519.966507493015,1
1,1,0,0,35,1,0,0,0,0,2,2,2,2,1,1,2,73.0,2471.25,0
0,0,1,0,16,1,2,1,0,0,0,0,1,0,0,1,1,85.04573291461894,1377.5080699117032,1
0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,0,95.4,2025.1,0
0,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.2,507.9,0
0,0,0,1,7,1,0,1,0,0,0,0,0,0,0,1,2,71.05,472.65,0
0,1,1,0,56,1,2,1,0,0,2,0,2,2,0,1,0,100.65,5688.05,1
0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,1,3,20.0,196.35,0
0,0,1,0,28,1,2,2,1,1,1,1,1,1,1,0,3,25.55,672.2,0
0,0,0,0,35,1,2,1,0,0,0,2,0,0,0,0,1,80.05,2835.9,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.1,70.1,0
0,0,1,0,19,1,2,1,0,2,0,0,0,2,0,1,2,89.1,1620.8,0
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,20.55,96.1,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.15,98.5,1
1,1,0,0,24,1,2,1,0,2,0,0,2,2,0,1,2,101.25,2440.15,1
1,0,1,0,31,1,0,1,0,0,2,0,2,2,1,1,2,93.8,2939.8,0
1,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,0,45.9,521.9,0
0,0,1,0,43,0,1,0,2,0,0,2,0,0,0,0,0,34.0,1505.35,0
0,0,0,0,46,1,1,1,0,0,2,0,2,1,0,1,2,100.72064744778781,4677.3986903226405,1
0,0,1,0,65,1,2,1,2,2,0,2,2,0,1,1,0,100.15,6643.5,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.687028236162973,19.687028236162973,1
1,0,0,1,6,1,2,2,1,1,1,1,1,1,0,0,3,26.35,184.05,0
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.6409336384673,74.6409336384673,1
1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,0,0,105.25,7609.75,0
0,0,0,0,54,1,2,1,2,0,2,0,2,2,1,1,0,105.6640894774851,5790.402533867088,1
0,0,1,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.65,60.65,0
0,0,0,0,35,1,1,0,2,2,0,1,0,0,0,0,1,60.7110186741005,2266.3508550630795,1
1,0,0,0,27,1,2,1,0,1,0,0,0,0,0,1,0,82.02530377018675,2259.796814036694,1
1,0,0,0,16,0,0,0,0,0,1,0,2,0,0,1,2,48.011669990311574,731.0469097545296,1
0,0,0,0,1,1,0,1,1,0,0,0,2,2,0,0,2,95.4878866528066,95.4878866528066,1
1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1,3,45.3,45.3,1
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,0,19.95,19.95,1
0,1,0,0,46,1,0,1,0,2,2,0,2,0,1,1,0,91.3,4126.35,0
0,0,0,0,50,1,2,1,0,0,0,0,2,2,0,1,2,95.7,4729.75,0
1,0,0,0,26,1,2,1,0,0,2,0,1,2,0,1,2,97.69443159185508,2514.105928970879,1
0,0,0,0,2,1,2,1,0,0,1,0,2,0,0,1,1,91.51599864869429,193.60828561776387,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.103563450058758,25.103563450058758,1
1,0,1,1,68,0,1,0,2,2,0,0,2,0,1,0,3,44.8,2983.65,0
1,0,1,0,45,1,2,1,0,2,2,0,2,2,0,1,0,107.75,4882.8,0
0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,70.05,302.6,0
1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,19.7,130.25,0
0,0,0,0,36,1,2,0,2,0,2,2,2,2,1,1,1,89.65,3348.1,0
0,0,0,0,12,1,1,1,0,0,1,0,2,2,0,1,2,95.53431878092941,1130.3350840451233,1
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.443916823838407,19.443916823838407,1
1,0,1,0,60,1,2,1,0,2,2,0,2,1,0,1,2,105.82546333471122,6274.896268161662,1
1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,100.3,6603.8,0
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,74.9,147.15,1
0,0,1,0,68,1,2,2,1,1,1,1,1,1,2,1,1,24.95,1614.9,0
0,1,0,0,10,0,1,0,0,0,0,0,0,2,0,1,2,34.7,329.8,1
1,0,1,0,7,0,1,0,2,2,0,0,0,0,0,0,3,34.2,256.6,0
1,0,1,0,64,1,0,1,2,2,0,2,2,2,2,1,1,104.05,6605.55,0
0,0,0,0,50,1,1,1,0,0,0,0,2,2,0,1,1,95.71955733805707,4813.773936408946,1
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,23.55,1723.95,0
1,1,1,1,65,1,2,1,2,2,0,0,0,0,0,1,2,85.75,5688.45,0
0,0,0,0,37,1,2,1,1,0,2,1,0,2,0,1,2,99.37530267696273,3753.6266088200227,1
1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,65.6,4566.5,0
0,0,0,0,8,1,2,1,2,0,0,2,2,2,0,1,0,103.35,847.3,1
0,0,0,0,5,1,2,2,1,1,1,1,1,1,0,0,3,25.45,134.75,0
0,0,0,0,8,1,1,1,0,0,0,0,0,2,0,1,2,84.05249184770165,789.8985970779743,1
0,0,0,0,14,1,1,1,0,2,0,0,0,0,0,1,1,82.56223150525629,1215.0252528680655,1
1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,20.6,116.6,0
1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,109.75,7758.9,0
1,0,0,0,41,1,1,1,0,1,1,0,1,2,0,0,1,100.96049514438886,4037.8652790243727,1
0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75,2407.3,1
1,0,1,0,56,0,1,0,0,0,2,2,2,2,1,1,0,54.05,2959.8,0
0,0,0,0,44,1,0,0,0,1,0,1,0,0,0,1,1,54.3439021692759,2320.264633499963,1
1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,43.9,278.4,0
1,0,1,0,70,1,2,0,2,2,2,2,2,0,2,0,3,79.15,5536.5,0
0,0,1,1,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15,4254.1,0
0,1,0,0,20,1,2,0,0,0,0,0,0,2,0,1,3,61.6,1174.35,1
0,0,0,0,15,1,1,1,0,0,0,0,1,0,0,1,1,86.4746434495291,1278.9495249958688,1
0,1,0,0,27,1,2,1,2,2,2,0,2,2,1,1,0,110.5,2857.6,0
1,0,0,0,3,0,1,0,0,0,2,0,2,0,0,1,3,40.15,130.75,1
1,0,1,1,6,1,0,0,0,0,0,0,0,0,0,1,0,44.6,260.8,1
0,0,0,0,28,1,0,0,2,0,0,2,0,0,1,0,3,54.3,1546.3,0
0,0,0,0,50,1,0,2,1,1,1,1,1,1,1,1,3,19.35,1033.0,0
0,0,0,0,56,1,0,0,2,0,2,2,0,0,1,1,1,60.25,3282.75,0
0,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,3,19.95,936.7,0
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,1
0,1,1,1,22,1,2,1,0,0,0,0,2,0,0,0,0,85.35,1961.6,0
0,0,1,0,35,1,0,1,0,0,0,0,0,0,0,1,2,70.3,2416.55,1
0,0,1,1,22,1,0,0,0,2,0,0,2,2,1,1,0,69.5,1498.2,1
0,0,1,0,44,1,2,1,0,0,0,0,2,2,0,1,2,96.1,4364.1,1
0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,2,91.65,3954.1,0
1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,20.15,130.5,0
0,0,1,1,68,1,2,0,0,2,2,2,2,2,2,0,0,85.3,5560.0,0
0,0,1,0,13,1,1,1,0,1,1,0,2,0,0,0,2,92.10695511625241,1218.0956388109535,1
1,0,1,0,11,1,0,2,1,1,1,1,1,1,1,1,3,20.55,184.95,0
1,0,1,0,31,1,0,0,0,0,2,2,0,2,0,1,1,66.4,2019.8,0
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,94.14645332911542,171.39464681395623,1
0,0,1,1,32,1,2,1,2,0,0,0,2,0,0,0,2,89.6,2901.8,0
0,0,1,1,12,1,2,1,0,2,2,0,0,0,0,1,2,84.5,916.9,1
1,0,0,0,6,1,0,1,0,1,0,0,0,1,0,1,2,84.48545690677541,554.341762690778,1
1,0,1,1,13,1,0,2,1,1,1,1,1,1,1,0,3,20.0,218.55,0
1,0,0,0,35,1,0,0,0,0,0,0,2,0,0,0,3,55.0,2010.55,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,35.217009607830306,35.217009607830306,1
0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,1,3,19.5,272.0,0
0,0,1,1,72,1,2,0,2,0,2,0,2,0,2,1,0,71.45,5025.85,0
0,0,0,0,3,1,0,1,0,0,0,1,2,0,0,0,2,82.29018447693647,267.46923937733607,1
0,0,0,0,39,1,2,1,0,0,0,0,2,0,0,1,2,90.50524200117403,3536.189129646401,1
0,0,0,0,2,0,1,0,1,1,0,0,0,2,0,1,2,40.9029356188755,71.57409533451941,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,44.9,111.05,0
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,76.7848348371694,76.7848348371694,1
0,1,0,0,22,1,0,0,2,0,2,2,0,2,0,1,3,69.75,1545.4,0
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.8,146.65,0
0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,2,24.84644582377255,299.252766827224,1
0,0,0,0,12,1,2,1,0,0,0,2,0,0,0,1,1,79.55,958.25,0
0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,3,88.4,788.6,0
